path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(199).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(132).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(310).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(39).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(285).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(245).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(20).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(321).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(63).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(209).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(303).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(202).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(232).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(282).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(33).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(260).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(98).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(286).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(197).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(130).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(117).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(175).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(37).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(288).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(178).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(162).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(36).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(12).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(124).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(188).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(172).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(291).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(60).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(194).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(258).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(105).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(3).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(233).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(200).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(126).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(127).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(16).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(316).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(165).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(184).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(253).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(45).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(182).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(54).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(262).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(221).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(325).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(9).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(305).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(28).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(300).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(279).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(131).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(187).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(22).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(185).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(38).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(205).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(116).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(324).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(128).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(222).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(125).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(230).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(274).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.2/3353. Dalbergia tonkinensis.2.(35).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.2
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(224).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(308).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(281).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(218).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(30).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(283).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(190).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(27).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(249).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(104).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(211).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(247).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(106).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(301).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(320).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(201).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(163).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(19).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(271).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8/3353. Dalbergia tonkinensis.8.(234).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.8
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(31).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(227).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1/3353. Dalbergia tonkinensis.1.(17).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.1
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(108).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(317).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.9/3353. Dalbergia tonkinensis.9.(280).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.9
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7/3353. Dalbergia tonkinensis.7.(216).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.7
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(181).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.10/3353. Dalbergia tonkinensis.10.(297).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6/3353. Dalbergia tonkinensis.6.(189).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.6
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4/3353. Dalbergia tonkinensis.4.(118).png,Dalbergia tonkinensis,Dalbergia,tonkinensis,3353. Dalbergia tonkinensis.4
